"T_degC","Salnty","STheta","BtlNum","RecInd","T_prec","T_qual","S_prec","S_qual","P_qual","O_qual","SThtaq","O2Satq","Chlqua","Phaqua","PO4q","SiO3qu","NO2q","NO3q","NH3q","C14A1p","C14A1q","C14A2p","C14A2q","DarkAp","DarkAq","MeanAp","MeanAq","R_Depth","R_TEMP","R_POTEMP","R_SALINITY","R_SIGMA","R_SVA","R_DYNHT","R_PRES","R_SAMP"
18.33,33.324,23.91,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,15,18.33,18.33,33.324,23.91,399.2,0.06,15,0.999404407385348
9.271,33.5385,25.93624,0.989444699403396,7,2,7.47182946339776,3,6,8.99999554734288,6,6,6,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,4,1,9,1,9,1,9,1,9,150,9.27,9.25,33.539,25.936,209,0.493,151,0.999404407385348
14.48,33.63,25.029,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,14.48,14.48,33.63,25.02,292.3,0.03,10,0.999404407385348
7.36,34.048,26.622,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,7.36,7.34,34.048,26.62,144.8,0.53,252,0.999404407385348
7.89,34.06,26.556,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,240,7.89,7.87,34.06,26.55,151.2,0.58,241,0.999404407385348
14.72,33.044,24.526,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,10,14.72,14.72,33.044,24.526,340.2,0.034,10,0.999404407385348
15.45,33.73,24.898,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,96,15.45,15.44,33.73,24.89,307.5,0.3,96,0.999404407385348
6.48,34.034,26.732,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,377,6.48,6.45,34.034,26.73,135.8,0.81,379,0.999404407385348
12.1,33.61,25.492,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,24,12.1,12.1,33.61,25.49,248.6,0.07,24,0.999404407385348
4.07,34.325,27.248,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,800,4.07,4.01,34.325,27.24,89,1.23,807,0.999404407385348
7.84,34.16,26.642,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,272,7.84,7.81,34.16,26.64,143.6,0.56,274,0.999404407385348
10.97,33.396,25.533,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,50,10.97,10.96,33.396,25.53,245.2,0.15,50,0.999404407385348
5.85,34.37,27.08,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,550,5.85,5.8,34.37,27.08,104.9,0.96,554,0.999404407385348
12.29,33.13,25.085,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,85,12.29,12.28,33.13,25.08,288.9,0.26,85,0.999404407385348
5.34,34.191,26.999,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,9,9,1,9,1,9,1,9,1,9,517,5.34,5.3,34.191,26.99,111.3,0.91,521,0.999404407385348
7.3,34.135,26.7,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,300,7.3,7.27,34.135,26.7,138.3,0.63,302,0.999404407385348
10.11,34.555,26.591,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,10.11,10.08,34.555,26.59,149.3,0.53,251,0.999404407385348
15.16,33.291,24.622,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,56,15.16,15.15,33.291,24.62,332.4,0.19,56,0.999404407385348
17.36,33.96,24.632,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,17.36,17.36,33.96,24.63,329.9,0,0,0.999404407385348
17.77,33.841,24.444,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,17.77,17.76,33.841,24.44,349.5,0.17,50,0.999404407385348
8.66,34.065,26.443,0.989444699403396,7,2,6,3,6,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,200,8.66,8.64,34.065,26.443,161.6,0.489,201,0.999404407385348
5.61,33.8403502938806,25.8193937373642,0.989444699403396,7,2,7.47182946339776,2.71678721579824,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,600,5.61,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,605,0.999404407385348
24.4,34.542,23.178,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,8.99968680632495,8.99545775618822,9,9,1,9,1,9,1,9,1,9,10,24.4,24.4,34.542,23.17,468.9,0.04,10,0.999404407385348
11.14,33.403,25.509,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,89,11.14,11.13,33.403,25.5,248.4,0.25,89,0.999404407385348
10.85,33.715,25.803,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,61,10.85,10.84,33.715,25.8,219.8,0.15,61,0.999404407385348
6.49,34.23,26.886,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,411,6.49,6.45,34.23,26.88,121.8,0.75,414,0.999404407385348
7.93,34.02,26.519,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,250,7.93,7.9,34.02,26.51,155,0.62,251,0.999404407385348
4.57,34.476,27.315,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,800,4.57,4.51,34.476,27.31,83.7,1.22,806,0.999404407385348
10.05,33.35,25.657,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,50,10.05,10.04,33.35,25.65,233.4,0.16,50,0.999404407385348
4.15,34.31,27.228,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,768,4.15,4.09,34.31,27.22,90.8,1.29,774,0.999404407385348
10.13,33.845,26.031,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,129,10.13,10.12,33.845,26.03,199.6,0.36,130,0.999404407385348
8.334,34.0701,26.49996,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8,8.99312177199759,4,1,9,1,9,1,9,1,9,200,8.33,8.31,34.07,26.5,156.3,0.455,202,0.999404407385348
18.06,33.257,23.924,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,2,18.06,18.06,33.257,23.92,397.4,0.008,2,0.999404407385348
6.1,34.13,26.857,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,404,6.1,6.06,34.13,26.85,124.1,0.85,407,0.999404407385348
16.81,33.079,24.087,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,16.81,16.81,33.079,24.08,382.7,0.11,30,0.999404407385348
9.3,33.885,26.199,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,88,9.3,9.29,33.885,26.19,182.6,0.21,88,0.999404407385348
12.65,33.31,25.154,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,49,12.65,12.64,33.31,25.15,281.4,0.16,49,0.999404407385348
9.29,34.43,26.631,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,289,9.29,9.26,34.43,26.63,146,0.64,291,0.999404407385348
14.99,32.18,23.802,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,14.99,14.99,32.18,23.8,409.2,0.04,10,0.999404407385348
15.61,33.642,24.792,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1,15.61,15.61,33.642,24.79,314.6,0.003,1,0.999404407385348
6.86,34.254,26.856,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,400,6.86,6.82,34.254,26.85,124.9,0.73,403,0.999404407385348
5.58,33.8403502938806,25.8193937373642,0.989444699403396,7,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,500,5.58,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,504,0.999404407385348
7.81,34.43,26.86,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,390,7.81,7.77,34.43,26.86,125.2,0.86,392,0.999404407385348
8.1,34.109,26.563,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,210,8.1,8.08,34.109,26.56,150.2,0.45,211,0.999404407385348
13.94,33.402,24.966,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,11,13.94,13.94,33.402,24.96,298.3,0.03,11,0.999404407385348
9.86,33.55,25.846,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,108,9.86,9.85,33.55,25.84,216.7,0.28,109,0.999404407385348
9.95,33.83,26.05,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,127,9.95,9.94,33.83,26.05,197.8,0.31,128,0.999404407385348
19.49,34.25,24.326,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,54,19.49,19.48,34.25,24.32,361,0.21,54,0.999404407385348
9.73,34.262,26.425,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,208,9.73,9.71,34.262,26.42,163.9,0.56,209,0.999404407385348
17.05,33.315,24.211,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,20,17.05,17.05,33.315,24.21,370.6,0.07,20,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,8.75561523966298,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,30,0.999404407385348
21.52,33.59,23.281,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,9,8.99312177199759,9,1,9,1,9,1,9,1,9,10,21.52,21.52,33.59,23.28,459,0.04,10,0.999404407385348
18.42,33.67,24.151,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,18.42,18.42,33.67,24.15,375.6,0,0,0.999404407385348
6.32,34.18,26.868,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,369,6.32,6.29,34.18,26.86,122.7,0.64,371,0.999404407385348
19.626,33.5945,23.78889,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,5,19.63,19.63,33.595,23.789,410.4,0.021,5,0.999404407385348
12.66,34.821,26.326,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,12.66,12.64,34.821,26.32,172.3,0.37,125,0.999404407385348
15.53,33.39,24.615,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,15.53,15.53,33.39,24.61,331.4,0,0,0.999404407385348
5.82,34.376,27.089,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,577,5.82,5.77,34.376,27.08,104.4,0.99,581,0.999404407385348
18.17,34.247,24.656,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,18.17,18.16,34.247,24.65,328.6,0.09,30,0.999404407385348
3.55,34.355,27.325,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,900,3.55,3.49,34.355,27.32,81.6,1.29,908,0.999404407385348
6.38,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,404,6.38,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,407,0.999404407385348
8.44,34.074,26.484,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,9,8.99312177199759,9,1,9,1,9,1,9,1,9,199,8.44,8.42,34.074,26.48,157.6,0.46,200,0.999404407385348
11.21,34.034,25.989,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,11.21,11.19,34.034,25.98,204.4,0.46,151,0.999404407385348
10.04,33.91,26.098,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,156,10.04,10.02,33.91,26.09,193.9,0.46,157,0.999404407385348
10.02,33.585,25.845,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,30,10.02,10.02,33.585,25.84,215.1,0.07,30,0.999404407385348
9.56,33.587,25.923,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,9.56,9.55,33.587,25.92,208.1,0.12,50,0.999404407385348
12,33.324,25.289,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,2,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,50,12,11.99,33.324,25.289,268.5,0.153,50,0.999404407385348
15.27,33.43,24.704,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,15.27,15.27,33.43,24.7,323,0,0,0.999404407385348
16.2,33.31,24.405,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,16.2,16.19,33.31,24.4,353,0.19,50,0.999404407385348
10.72,33.24,25.458,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,139,10.72,10.7,33.24,25.45,254.4,0.45,140,0.999404407385348
6.75,34.1,26.749,0.989444699403396,7,2,6,3,6,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,400,6.75,6.71,34.1,26.749,134.8,0.962,402,0.999404407385348
20.89,33.603,25.8193937373642,0.989444699403396,6,2,7.47182946339776,3,7.94505699869183,8.99999554734288,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1,20.89,20.89,33.603,23.46,441.4,0.004,1,0.999404407385348
15.23,33.64,24.875,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,15.23,15.23,33.64,24.87,307,0.03,10,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,3,2.01714837803021,9,2.71678721579824,9,9,9,9,9,8.99984823973741,8.99984354710015,9,9,9,9,9,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,18,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,18,0.999404407385348
16.82,33.614,24.494,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,11,16.82,16.82,33.614,24.49,343.3,0.03,11,0.999404407385348
15.04,33.46,24.778,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,31,15.04,15.04,33.46,24.77,316.9,0.1,31,0.999404407385348
10.93,33.325,25.486,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,100,10.93,10.92,33.325,25.48,250.8,0.31,100,0.999404407385348
17.42,33.39,24.18,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,17.42,17.42,33.39,24.18,372.9,0,0,0.999404407385348
16.3,33.95,24.872,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,9,9,9,1,9,1,9,1,9,1,9,0,16.3,16.3,33.95,24.87,306.9,0,0,0.999404407385348
19.83,33.719,23.831,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,10,19.83,19.83,33.719,23.83,406.5,0.04,10,0.999404407385348
8.16,34.209,26.633,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,250,8.16,8.13,34.209,26.63,144.3,0.5,252,0.999404407385348
11.07,33.396,25.516,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,76,11.07,11.06,33.396,25.51,247.4,0.23,76,0.999404407385348
12.47,33.719,25.505,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,3,12.47,12.47,33.719,25.505,246.8,0.007,3,0.999404407385348
16.78,33.48,24.401,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,16.78,16.78,33.48,24.4,352.2,0.03,10,0.999404407385348
13.26,33.398,25.8193937373642,0.989444699403396,6,2,7.47182946339776,3,7.94505699869183,8.99999554734288,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,2,13.26,13.26,33.398,25.1,285.2,0.006,2,0.999404407385348
6.67,34.388,26.987,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,400,6.67,6.63,34.388,26.98,112.3,0.77,402,0.999404407385348
